"Year","ISO","Drought","Earthquake","MarMor","InfMort","NeonatalMort","Under5Mort","total_deaths","conflict"
2016,NA,NA,NA,63,21.27860785,13.89409109,26.09632454,NA,NA
2017,NA,NA,NA,62,20.50700604,13.63961743,24.7156389,NA,NA
2018,NA,NA,NA,NA,20.07496815,13.41027829,24.29228152,NA,NA
2019,NA,NA,NA,NA,19.62252894,13.17658373,23.69692941,NA,NA
2000,"MNE",NA,NA,12,12.5,8.6,14.2,0,0
2001,"MNE",NA,NA,12,12,8.4,13.6,0,0
2002,"MNE",NA,NA,11,11.4,8.2,12.9,0,0
2003,"MNE",NA,NA,11,10.6,7.9,12.2,0,0
2004,"MNE",NA,NA,10,9.9,7.4,11.4,0,0
2005,"MNE",NA,NA,9,9.2,6.9,10.5,0,0
2006,"MNE",NA,NA,9,8.4,6.4,9.7,0,0
2007,"MNE",NA,NA,8,7.7,5.9,8.9,0,0
2008,"MNE",NA,NA,8,7,5.4,8.1,0,0
2009,"MNE",NA,NA,8,6.3,4.9,7.4,0,0
2010,"MNE",NA,NA,7,5.7,4.4,6.7,0,0
2011,"MNE",NA,NA,7,5.1,3.9,6.1,0,0
2012,"MNE",NA,NA,7,4.6,3.5,5.5,0,0
2013,"MNE",NA,NA,6,4.1,3,4.9,0,0
2014,"MNE",NA,NA,6,3.7,2.6,4.4,0,0
2015,"MNE",NA,NA,6,3.3,2.3,4,0,0
2016,"MNE",NA,NA,6,3,1.9,3.6,0,0
2017,"MNE",NA,NA,6,2.6,1.7,3.2,0,0
2018,"MNE",NA,NA,NA,2.4,1.4,2.9,0,0
2019,"MNE",NA,NA,NA,2.1,1.3,2.6,0,0
2001,"MNG",NA,NA,138,45.3,22.4,58.5,0,0
2002,"MNG",NA,NA,124,42,21.2,53.7,0,0
2003,"MNG",NA,NA,114,38.9,19.9,49.1,0,0
2004,"MNG",NA,NA,106,35.9,18.7,44.9,0,0
2005,"MNG",NA,NA,98,33.1,17.6,40.9,0,0
2006,"MNG",NA,NA,91,30.5,16.5,37.4,0,0
2007,"MNG",NA,NA,85,28.1,15,34.1,0,0
2008,"MNG",NA,NA,80,25.9,13.6,31.2,0,0
2009,"MNG",NA,NA,73,23.9,12.4,28.6,0,0
2010,"MNG",NA,NA,66,22.1,11.4,26.3,0,0
2011,"MNG",NA,NA,59,20.6,10.8,24.4,0,0
2012,"MNG",NA,NA,54,19.4,10.3,22.8,0,0
2013,"MNG",NA,NA,51,18.3,10,21.5,0,0
2014,"MNG",NA,NA,49,17.4,9.8,20.4,0,0
2015,"MNG",NA,NA,47,16.6,9.6,19.4,0,0
2016,"MNG",NA,NA,46,15.9,9.3,18.5,0,0
2017,"MNG",NA,NA,45,15.1,9,17.6,0,0
2018,"MNG",NA,NA,NA,14.4,8.7,16.8,0,0
2019,"MNG",NA,NA,NA,13.8,8.3,16,0,0
2000,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2001,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2002,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2003,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2004,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2005,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2006,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2007,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2008,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2009,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2010,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2011,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2012,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2013,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2014,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2015,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2016,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2017,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2018,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2019,"MNP",NA,NA,NA,NA,NA,NA,NA,NA
2000,"MOZ",NA,NA,798,112.4,46.6,170.4,0,0
2002,"MOZ",NA,NA,700,100.3,42.6,152.6,0,0
2004,"MOZ",NA,NA,615,90.8,39.4,138.2,0,0
2009,"MOZ",NA,NA,439,72.7,34.6,107.3,0,0
2011,"MOZ",NA,NA,389,68.8,33.4,100.5,7,0
2012,"MOZ",NA,NA,371,66.4,32.8,96.3,0,0
2013,"MOZ",NA,NA,356,64.7,32.3,92.3,2,0
2014,"MOZ",NA,NA,339,63,31.8,88.4,45,1
2015,"MOZ",NA,NA,318,61.3,31.3,84,30,1
2017,"MOZ",NA,NA,289,57.5,30.1,78,68,1
2018,"MOZ",NA,NA,NA,56,29.5,75.6,3,0
2019,"MOZ",NA,NA,NA,54.3,28.9,72.9,173,1
2000,"MRT",NA,NA,834,69.1,42.5,112.5,0,0
2002,"MRT",NA,NA,836,68.6,41.8,111.5,0,0
2003,"MRT",NA,NA,836,68.3,41.5,110.8,0,0
2004,"MRT",NA,NA,830,67.8,41.3,109.7,0,0
2005,"MRT",NA,NA,826,67,40.9,108.1,0,0
2006,"MRT",NA,NA,821,66.1,40.4,106.1,0,0
2007,"MRT",NA,NA,820,65,39.9,103.7,0,0
2008,"MRT",NA,NA,819,63.8,39.3,101.1,4,0
2009,"MRT",NA,NA,822,62.5,38.6,98.4,12,0
2012,"MRT",NA,NA,812,58.8,36.5,90.5,13,0
2013,"MRT",NA,NA,805,57.5,35.8,87.7,1,0
2014,"MRT",NA,NA,796,56.2,35.2,85.1,0,0
2015,"MRT",NA,NA,785,55,34.6,82.7,0,0
2016,"MRT",NA,NA,777,53.8,33.8,80.1,0,0
2019,"MRT",NA,NA,NA,50.2,31.8,73,0,0
2000,"MUS",NA,NA,59,16.6,12.4,18.8,0,0
2001,"MUS",NA,NA,54,15.3,11.3,17.5,0,0
2002,"MUS",NA,NA,54,14.4,10.6,16.6,0,0
2003,"MUS",NA,NA,57,13.8,10.2,16,0,0
2004,"MUS",NA,NA,54,13.5,10.1,15.8,0,0
2005,"MUS",NA,NA,53,13.4,10.2,15.6,0,0
2006,"MUS",NA,NA,55,13.2,10.2,15.5,0,0
2007,"MUS",NA,NA,56,13,10,15.2,0,0
2008,"MUS",NA,NA,53,12.7,9.7,14.9,0,0
2009,"MUS",NA,NA,59,12.5,9.4,14.6,0,0
2010,"MUS",NA,NA,66,12.5,9.3,14.5,0,0
2011,"MUS",NA,NA,54,12.6,9.3,14.6,0,0
2012,"MUS",NA,NA,63,13,9.5,14.9,0,0
2013,"MUS",NA,NA,60,13.1,9.5,15,0,0
2014,"MUS",NA,NA,70,12.9,9.3,14.8,0,0
2015,"MUS",NA,NA,73,12.8,9.1,14.5,0,0
2016,"MUS",NA,NA,67,12.8,9.1,14.5,0,0
2017,"MUS",NA,NA,61,13.2,9.3,14.9,0,0
2018,"MUS",NA,NA,NA,13.7,9.7,15.4,0,0
2019,"MUS",NA,NA,NA,14.3,10.1,16,0,0
2000,"MWI",NA,NA,749,100.5,39.1,174.6,0,0
2001,"MWI",NA,NA,735,92.9,37,160.5,0,0
2003,"MWI",NA,NA,687,76.8,32.7,131.6,0,0
2004,"MWI",NA,NA,654,70.1,31,119.7,0,0
2006,"MWI",NA,NA,566,61.6,29.2,104.2,0,0
2008,"MWI",NA,NA,493,56.5,28.8,94.5,0,0
2010,"MWI",NA,NA,444,52.4,27.9,84.2,0,0
2011,"MWI",NA,NA,428,48.8,27.1,77.6,0,0
2013,"MWI",NA,NA,396,42.2,24.8,63.4,0,0
2014,"MWI",NA,NA,381,39.2,23.7,57.6,0,0
2016,"MWI",NA,NA,358,34.6,21.8,49.5,0,0
2017,"MWI",NA,NA,349,32.8,21,46.2,0,0
2018,"MWI",NA,NA,NA,31.4,20.3,43.1,0,0
2019,"MWI",NA,NA,NA,30.1,19.7,40.6,0,0
2000,"MYS",NA,NA,38,8.7,4.8,10.2,0,0
2001,"MYS",NA,NA,36,8.1,4.5,9.4,0,0
2002,"MYS",NA,NA,34,7.6,4.3,8.9,0,0
2003,"MYS",NA,NA,33,7.3,4.1,8.5,0,0
2005,"MYS",NA,NA,31,7,4,8.2,0,0
2006,"MYS",NA,NA,30,7,4,8.1,0,0
2007,"MYS",NA,NA,30,6.9,4,8.1,0,0
2008,"MYS",NA,NA,29,6.9,4.1,8.1,0,0
2009,"MYS",NA,NA,29,6.9,4.1,8.1,0,0
2010,"MYS",NA,NA,30,6.9,4.2,8.1,0,0
2011,"MYS",NA,NA,30,6.8,4.1,8,0,0
2012,"MYS",NA,NA,30,6.8,4.1,8,0,0
2013,"MYS",NA,NA,30,6.8,4.1,8,0,0
2016,"MYS",NA,NA,29,7,4.3,8.1,0,0
2017,"MYS",NA,NA,29,7.1,4.4,8.3,0,0
2018,"MYS",NA,NA,NA,7.2,4.5,8.4,1,0
2019,"MYS",NA,NA,NA,7.3,4.6,8.6,0,0
2000,NA,NA,NA,12,7,4.6,8.3,NA,NA
2001,NA,NA,NA,12,6.9,4.6,8.2,NA,NA
2002,NA,NA,NA,13,6.8,4.6,8.1,NA,NA
2003,NA,NA,NA,13,6.8,4.6,8,NA,NA
2004,NA,NA,NA,13,6.7,4.5,7.9,NA,NA
2005,NA,NA,NA,13,6.6,4.4,7.8,NA,NA
2006,NA,NA,NA,14,6.5,4.4,7.7,NA,NA
2007,NA,NA,NA,14,6.5,4.3,7.6,NA,NA
2008,NA,NA,NA,14,6.4,4.2,7.5,NA,NA
2009,NA,NA,NA,14,6.2,4.1,7.3,NA,NA
2010,NA,NA,NA,14,6.1,4.1,7.2,NA,NA
2011,NA,NA,NA,15,6,4,7.1,NA,NA
2012,NA,NA,NA,15,5.9,4,7,NA,NA
2013,NA,NA,NA,15,5.9,4,6.8,NA,NA
2014,NA,NA,NA,16,5.8,4,6.8,NA,NA
2015,NA,NA,NA,17,5.7,3.9,6.7,NA,NA
2016,NA,NA,NA,18,5.6,3.8,6.6,NA,NA
2017,NA,NA,NA,18,5.6,3.7,6.5,NA,NA
2018,NA,NA,NA,NA,5.5,3.6,6.4,NA,NA
2019,NA,NA,NA,NA,5.4,3.5,6.3,NA,NA
2000,"NAM",NA,NA,348,45,23.4,75.8,1,0
2003,"NAM",NA,NA,359,43.3,21,74.4,5,0
2004,"NAM",NA,NA,358,42.7,20.5,74.4,0,0
2005,"NAM",NA,NA,346,39.4,20,70.6,0,0
2006,"NAM",NA,NA,328,37.3,19.8,65.4,0,0
2007,"NAM",NA,NA,306,37.6,19.9,60.8,0,0
2008,"NAM",NA,NA,284,37.5,20.2,55.1,0,0
2009,"NAM",NA,NA,276,38.5,20.7,51.6,0,0
2010,"NAM",NA,NA,266,36.8,21,49.1,0,0
2011,"NAM",NA,NA,256,36.9,21.3,48.9,0,0
2012,"NAM",NA,NA,240,37.9,21.6,50.5,0,0
2014,"NAM",NA,NA,223,34,21.8,47.9,0,0
2016,"NAM",NA,NA,207,32.8,21.5,46.3,0,0
2017,"NAM",NA,NA,195,32.2,21.2,44.9,0,0
2019,"NAM",NA,NA,NA,30.9,20.5,41.9,0,0
2000,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2001,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2002,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2003,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2004,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2005,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2006,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2007,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2008,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2009,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2010,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2011,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2012,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2013,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2014,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2015,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2016,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2017,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2018,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2019,"NCL",NA,NA,NA,NA,NA,NA,NA,NA
2000,"NER",NA,NA,813,97,43,224.9,0,0
2002,"NER",NA,NA,795,90.1,40.2,204.5,0,0
2003,"NER",NA,NA,782,86.2,38.9,193.1,0,0
2004,"NER",NA,NA,770,82.3,37.7,181.5,0,0
2006,"NER",NA,NA,739,74.8,35.3,159.3,0,0
2007,"NER",NA,NA,725,71.3,34.1,149,0,0
2008,"NER",NA,NA,709,67.9,32.9,139.3,98,1
2010,"NER",NA,NA,663,61.9,30.7,121.9,0,0
2012,"NER",NA,NA,616,57,28.8,108.2,0,0
2013,"NER",NA,NA,594,55,28,102.7,1,0
2014,"NER",NA,NA,573,53.4,27.4,98,31,1
2016,"NER",NA,NA,530,50.4,26.2,90.1,533,1
2018,"NER",NA,NA,NA,47.9,25.1,83.5,255,1
2019,"NER",NA,NA,NA,46.7,24.6,80.3,181,1
2000,"NGA",NA,NA,1200,109.8,46.4,182.9,3519,1
2001,"NGA",NA,NA,1200,106.8,45.3,177.3,2104,1
2002,"NGA",NA,NA,1180,103.8,44.1,171.5,2417,1
2003,"NGA",NA,NA,1170,100.8,43,165.9,612,1
2004,"NGA",NA,NA,1130,97.8,41.9,160.3,443,1
2005,"NGA",NA,NA,1080,95,40.9,155,2118,1
2006,"NGA",NA,NA,1040,92.3,40.1,150.1,216,1
2007,"NGA",NA,NA,1010,89.8,39.5,145.6,225,1
2008,"NGA",NA,NA,996,87.7,39,141.7,153,1
2009,"NGA",NA,NA,987,85.9,38.5,138.3,425,1
2010,"NGA",NA,NA,978,84.3,38.1,135.5,530,1
2011,"NGA",NA,NA,972,83,37.8,133.1,980,1
2012,"NGA",NA,NA,963,81.9,37.6,131.1,1830,1
2013,"NGA",NA,NA,951,81,37.5,129.4,2016,1
2014,"NGA",NA,NA,943,80.1,37.3,127.9,3382,1
2015,"NGA",NA,NA,931,79.3,37.2,126.4,10338,1
2016,"NGA",NA,NA,925,78.3,37,124.7,9107,1
2017,"NGA",NA,NA,917,77.1,36.7,122.5,3902,1
2018,"NGA",NA,NA,NA,75.7,36.3,119.9,3572,1
2019,"NGA",NA,NA,NA,74,35.9,116.9,3225,1
2002,"NIC",NA,NA,151,28.5,15.7,34.6,0,0
2003,"NIC",NA,NA,145,27.2,15.2,32.9,0,0
2004,"NIC",NA,NA,138,26,14.7,31.3,0,0
2005,"NIC",NA,NA,131,24.9,14.4,29.9,0,0
2006,"NIC",NA,NA,124,23.9,14.2,28.5,0,0
2007,"NIC",NA,NA,121,22.9,14,27.3,0,0
2008,"NIC",NA,NA,116,22,13.8,26.1,0,0
2009,"NIC",NA,NA,113,21.1,13.6,24.9,0,0
2010,"NIC",NA,NA,112,20.3,13.4,23.9,0,0
2011,"NIC",NA,NA,110,19.5,13.3,22.9,0,0
2012,"NIC",NA,NA,108,18.7,13.1,22,0,0
2013,"NIC",NA,NA,105,18,12.8,21.1,0,0
2015,"NIC",NA,NA,101,16.6,11.9,19.4,0,0
2016,"NIC",NA,NA,100,16,11.4,18.6,0,0
2017,"NIC",NA,NA,98,15.4,10.8,17.9,0,0
2019,"NIC",NA,NA,NA,14.3,9.8,16.6,0,0
2000,"NLD",NA,NA,13,5.1,3.8,6.2,0,0
2001,"NLD",NA,NA,13,5,3.8,6.1,0,0
2002,"NLD",NA,NA,13,4.9,3.7,5.9,0,0
2003,"NLD",NA,NA,12,4.8,3.6,5.7,0,0
2004,"NLD",NA,NA,11,4.6,3.6,5.5,0,0
2005,"NLD",NA,NA,11,4.4,3.4,5.3,0,0
2006,"NLD",NA,NA,9,4.3,3.3,5.1,0,0
2007,"NLD",NA,NA,9,4.1,3.2,4.9,0,0
2008,"NLD",NA,NA,8,4,3,4.7,0,0
2009,"NLD",NA,NA,8,3.8,2.9,4.6,0,0
2010,"NLD",NA,NA,7,3.7,2.8,4.4,0,0
2011,"NLD",NA,NA,7,3.6,2.7,4.3,0,0
2012,"NLD",NA,NA,7,3.6,2.7,4.2,0,0
2013,"NLD",NA,NA,6,3.5,2.7,4.1,0,0
2014,"NLD",NA,NA,6,3.5,2.6,4.1,0,0
2015,"NLD",NA,NA,6,3.4,2.6,4,0,0
2016,"NLD",NA,NA,6,3.4,2.6,4,0,0
2017,"NLD",NA,NA,5,3.5,2.6,4,0,0
2018,"NLD",NA,NA,NA,3.5,2.6,4.1,0,0
2019,"NLD",NA,NA,NA,3.5,2.7,4.1,0,0
2000,"NOR",NA,NA,6,3.9,2.7,4.9,0,0
2001,"NOR",NA,NA,5,3.8,2.6,4.7,0,0
2002,"NOR",NA,NA,5,3.7,2.5,4.6,0,0
2003,"NOR",NA,NA,5,3.6,2.4,4.4,0,0
2004,"NOR",NA,NA,5,3.4,2.3,4.2,0,0
2005,"NOR",NA,NA,5,3.3,2.3,4.1,0,0
2006,"NOR",NA,NA,4,3.2,2.2,3.9,0,0
2007,"NOR",NA,NA,4,3,2.1,3.7,0,0
2008,"NOR",NA,NA,4,2.9,2,3.6,0,0
2009,"NOR",NA,NA,4,2.8,1.9,3.4,0,0
2010,"NOR",NA,NA,4,2.7,1.9,3.3,0,0
2011,"NOR",NA,NA,4,2.5,1.8,3.1,0,0
2012,"NOR",NA,NA,3,2.5,1.8,3,0,0
2013,"NOR",NA,NA,3,2.4,1.7,2.9,0,0
2014,"NOR",NA,NA,3,2.3,1.7,2.8,0,0
2015,"NOR",NA,NA,3,2.2,1.6,2.7,0,0
2016,"NOR",NA,NA,3,2.1,1.6,2.6,0,0
2017,"NOR",NA,NA,2,2.1,1.5,2.5,0,0
2018,"NOR",NA,NA,NA,2,1.4,2.4,0,0
2019,"NOR",NA,NA,NA,1.9,1.4,2.3,0,0
2000,"NPL",NA,NA,553,58.7,39.3,79.1,295,1
2001,"NPL",NA,NA,521,55.8,37.8,74.6,365,1
2002,"NPL",NA,NA,520,53.1,36.3,70.4,569,1
2003,"NPL",NA,NA,470,50.6,34.9,66.4,4432,1
2004,"NPL",NA,NA,447,48.2,33.5,62.7,1732,1
2005,"NPL",NA,NA,415,45.9,32.2,59.4,2456,1
2007,"NPL",NA,NA,361,41.9,29.8,53.4,566,1
2008,"NPL",NA,NA,342,40.1,28.7,50.8,31,1
2010,"NPL",NA,NA,305,36.6,26.5,45.9,9,0
2012,"NPL",NA,NA,266,33.5,24.3,41.5,0,0
2013,"NPL",NA,NA,248,32,23.3,39.4,0,0
2014,"NPL",NA,NA,231,30.5,22.4,37.4,0,0
2016,"NPL",NA,NA,200,27.8,20.2,33.7,0,0
2017,"NPL",NA,NA,186,26.6,19.2,32.1,0,0
2018,"NPL",NA,NA,NA,25.5,18.3,30.6,0,0
2019,"NPL",NA,NA,NA,24.5,17.5,29.3,0,0
2000,"NRU",NA,NA,NA,34.3,25.6,42.6,NA,NA
2001,"NRU",NA,NA,NA,33.3,25.3,41.3,NA,NA
2002,"NRU",NA,NA,NA,32.6,25.1,40.2,NA,NA
2003,"NRU",NA,NA,NA,32,25,39.4,NA,NA
2004,"NRU",NA,NA,NA,31.6,24.9,38.8,NA,NA
2005,"NRU",NA,NA,NA,31.3,24.7,38.5,NA,NA
2006,"NRU",NA,NA,NA,31.3,24.7,38.4,NA,NA
2007,"NRU",NA,NA,NA,31.3,24.7,38.4,NA,NA
2008,"NRU",NA,NA,NA,31.2,24.6,38.3,NA,NA
2009,"NRU",NA,NA,NA,31,24.5,38,NA,NA
2010,"NRU",NA,NA,NA,30.6,24.2,37.5,NA,NA
2011,"NRU",NA,NA,NA,30.1,23.8,36.9,NA,NA
2012,"NRU",NA,NA,NA,29.5,23.3,36,NA,NA
2013,"NRU",NA,NA,NA,28.9,22.7,35.1,NA,NA
2014,"NRU",NA,NA,NA,28.2,22,34.1,NA,NA
2015,"NRU",NA,NA,NA,27.4,21.4,33.2,NA,NA
2016,"NRU",NA,NA,NA,26.7,20.8,32.3,NA,NA
2017,"NRU",NA,NA,NA,26,20.1,31.3,NA,NA
2018,"NRU",NA,NA,NA,25.3,19.5,30.4,NA,NA
2019,"NRU",NA,NA,NA,24.6,18.9,29.5,NA,NA
2000,"NZL",NA,NA,12,6.1,3.5,7.4,0,0
2001,"NZL",NA,NA,11,5.9,3.5,7.2,0,0
2002,"NZL",NA,NA,12,5.8,3.5,7,0,0
2003,"NZL",NA,NA,12,5.7,3.4,6.9,0,0
2004,"NZL",NA,NA,11,5.6,3.3,6.7,0,0
2005,"NZL",NA,NA,11,5.5,3.1,6.6,0,0
2006,"NZL",NA,NA,11,5.4,3,6.5,0,0
2007,"NZL",NA,NA,11,5.3,2.9,6.4,0,0
2008,"NZL",NA,NA,10,5.2,3,6.3,0,0
2009,"NZL",NA,NA,11,5.2,3.1,6.2,0,0
2012,"NZL",NA,NA,10,4.9,3.4,5.9,0,0
2014,"NZL",NA,NA,10,4.7,3.3,5.7,0,0
2015,"NZL",NA,NA,10,4.6,3.2,5.5,0,0
2017,"NZL",NA,NA,9,4.3,2.9,5.2,0,0
2018,"NZL",NA,NA,NA,4.2,2.8,5,0,0
2019,"NZL",NA,NA,NA,4.1,2.7,4.9,0,0
2000,NA,NA,NA,24,11.38239261,7.061866387,13.69620882,NA,NA
2001,NA,NA,NA,24,10.90228694,6.726067673,13.0909905,NA,NA
2002,NA,NA,NA,24,10.43994817,6.408367735,12.50734076,NA,NA
2003,NA,NA,NA,23,10.0247149,6.099238476,11.96180904,NA,NA
2004,NA,NA,NA,22,9.596303559,5.801773094,11.46884196,NA,NA
2005,NA,NA,NA,22,9.20904937,5.527828736,10.96798534,NA,NA
2006,NA,NA,NA,21,8.868655133,5.280615546,10.51808646,NA,NA
2007,NA,NA,NA,21,8.533711683,5.104748971,10.07806394,NA,NA
2008,NA,NA,NA,20,8.223727212,4.952962228,9.702716066,NA,NA
2009,NA,NA,NA,21,7.914226506,4.817203369,9.360784949,NA,NA
2010,NA,NA,NA,20,7.623421805,4.671708916,9.006054235,NA,NA
2011,NA,NA,NA,19,7.386425025,4.564557763,8.718859639,NA,NA
2012,NA,NA,NA,19,7.164938723,4.465932424,8.438020387,NA,NA
2013,NA,NA,NA,18,6.972863761,4.34396724,8.189277441,NA,NA
2014,NA,NA,NA,18,6.773117269,4.255720693,7.96328899,NA,NA
2015,NA,NA,NA,18,6.578514038,4.174608296,7.748578666,NA,NA
2016,NA,NA,NA,18,6.414243222,4.1320999,7.534091803,NA,NA
2017,NA,NA,NA,18,6.256605577,4.131853777,7.345864481,NA,NA
2018,NA,NA,NA,NA,6.088749962,4.074943119,7.126517059,NA,NA
2019,NA,NA,NA,NA,5.916369855,3.972662754,6.927123833,NA,NA
